id	url	is_page	security_origin	mime_type	frame_id	loader_id
61B93F65A13F669D8E148FA1FD08072C_EBAFEF512D1BCE16EDC7F34DF1D3743D	http://cs6264.gtisc.gatech.edu:43661/	True	http://cs6264.gtisc.gatech.edu:43661	text/html	61B93F65A13F669D8E148FA1FD08072C	EBAFEF512D1BCE16EDC7F34DF1D3743D
61B93F65A13F669D8E148FA1FD08072C_F3AFE1C79F3DBFD4C59DFCD62021C57A	http://cs6264.gtisc.gatech.edu:43661/product/basketball/	True	http://cs6264.gtisc.gatech.edu:43661	text/html	61B93F65A13F669D8E148FA1FD08072C	F3AFE1C79F3DBFD4C59DFCD62021C57A
61B93F65A13F669D8E148FA1FD08072C_DFCD2857BF5C3255C57CF1B83FC0F4DE	http://cs6264.gtisc.gatech.edu:43661/	True	http://cs6264.gtisc.gatech.edu:43661	text/html	61B93F65A13F669D8E148FA1FD08072C	DFCD2857BF5C3255C57CF1B83FC0F4DE
61B93F65A13F669D8E148FA1FD08072C_719BC757CD2655D9D82544E81B5B6EA2	http://cs6264.gtisc.gatech.edu:43661/product/basketball/	True	http://cs6264.gtisc.gatech.edu:43661	text/html	61B93F65A13F669D8E148FA1FD08072C	719BC757CD2655D9D82544E81B5B6EA2
